아이템아이디,행사주관기관,행사명,모집인원/구분,예약최대인원,예약최소인원,행사시작일,행사종료일,예약시작일,예약종료일,예약시작시간,예약종료시간,휴무요일,당일예약가능여부
2227,연인산 숲체험프로그램,노인복지관  [13:30-16:00],20명/일,20,2,2022-06-15,2022-06-15,2022-06-15,2022-06-15,0,24,,0
2228,연인산 숲체험프로그램,홍익5세 [오전 10시~12시],20명/일,20,2,2022-06-16,2022-06-16,2022-06-16,2022-06-16,0,24,,0
2229,연인산 숲체험프로그램,마장초 3학년 [오전 10시~12시],20명/일,20,2,2022-06-16,2022-06-16,2022-06-16,2022-06-16,0,24,,0
2231,연인산 숲체험프로그램,가평6세 [오전 10시~12시],20명/일,20,2,2022-06-17,2022-06-17,2022-06-17,2022-06-17,0,24,,0
2232,연인산 숲체험프로그램,환두레 5세 [오전 10시~12시],20명/일,20,2,2022-06-17,2022-06-17,2022-06-17,2022-06-17,0,24,,0
2233,연인산 숲체험프로그램,장애인복지관 시각장애인 [오전 14시~16시],20명/일,20,2,2022-06-20,2022-06-20,2022-06-20,2022-06-20,0,24,,0
2234,연인산 숲체험프로그램,두손6세 [오전 10시~12시],20명/일,20,2,2022-06-21,2022-06-21,2022-06-21,2022-06-21,0,24,,0
2235,연인산 숲체험프로그램,장애인복지관 발달장애 [오전 13시~15시],20명/일,20,2,2022-06-22,2022-06-22,2022-06-22,2022-06-22,0,24,,0
2409,"물향기-체험프로그램(단체-유아,초등)-Not used",<10시 30분 유아단체> 유아숲 10/1,25명/일,25,20,2022-10-05,2022-10-05,2022-09-05,2022-10-31,10,24,,1
2410,"물향기-체험프로그램(단체-유아,초등)-Not used",<10시 30분 유아단체> 유아숲 10/3,25명/일,25,20,2022-10-18,2022-10-19,2022-09-05,2022-10-31,10,24,,1
2411,"물향기-체험프로그램(단체-유아,초등)-Not used",<10시 초등단체> 자연교실 10/2,30명/일,30,20,2022-10-13,2022-10-14,2022-09-05,2022-10-31,10,24,,1
2412,"물향기-체험프로그램(단체-유아,초등)-Not used",<10시 초등단체> 자연교실 10/4,30명/일,30,20,2022-10-27,2022-10-28,2022-09-05,2022-10-31,10,24,,1
2413,물향기-체험프로그램(개인-비대면)-Not used,<14시 개인 비대면> 에코티어링 10월,20명/일,20,2,2022-10-01,2022-10-31,2022-09-05,2022-10-31,10,24,|sun|mon|wed|fri|sat,1
2414,연인산 숲체험프로그램,환두레 5세 [오전 10시~12시],20명/일,40,2,2022-09-19,2022-09-19,2022-09-19,2022-09-19,0,24,,0
2415,연인산 숲체험프로그램,예원 7세 [오전 10시~12시],20명/일,40,2,2022-09-21,2022-09-21,2022-09-21,2022-09-21,0,24,,0
2416,연인산 숲체험프로그램,마장초 1학년 [오전 10시~12시],20명/일,40,2,2022-09-26,2022-09-26,2022-09-26,2022-09-26,0,24,,0
2417,연인산 숲체험프로그램,가평 7세 [오전 10시~12시],40명/일,40,2,2022-09-28,2022-09-28,2022-09-28,2022-09-28,0,24,,0
2418,연인산 숲체험프로그램,계명원 아동시설 [오후 14시~16시],20명/일,40,20,2022-10-19,2022-10-19,2022-10-19,2022-10-19,0,24,,0
2419,연인산 숲체험프로그램,청심 어린이집세 [오전 10시~12시],20명/일,40,20,2022-09-23,2022-09-23,2022-09-23,2022-09-23,0,24,,0
2420,"물향기-해설프로그램(개인,단체)",오전10시,4명/일,4,4,2022-10-01,2022-10-01,2022-10-01,2022-10-01,0,24,,1
2421,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,4,2022-10-02,2022-10-02,2022-10-02,2022-10-02,0,24,,1
2422,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,4,2022-10-03,2022-10-03,2022-10-03,2022-10-03,0,24,,1
2423,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,10,4,2022-10-05,2022-10-05,2022-10-05,2022-10-05,0,24,,1
2424,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,4,2022-10-07,2022-10-07,2022-10-07,2022-10-07,0,24,,1
2425,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,10,4,2022-10-08,2022-10-08,2022-10-08,2022-10-08,0,24,,1
2426,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,4,2022-10-09,2022-10-09,2022-10-09,2022-10-09,0,24,,1
2427,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,40,4,2022-10-10,2022-10-10,2022-10-10,2022-10-10,0,24,,1
2428,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,4,2022-10-12,2022-10-12,2022-10-12,2022-10-12,0,24,,1
2429,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,40,4,2022-10-13,2022-10-13,2022-10-13,2022-10-13,0,24,,1
2430,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,4,2022-10-14,2022-10-14,2022-10-14,2022-10-14,0,24,,1
2431,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,4,2022-10-15,2022-10-15,2022-10-15,2022-10-15,0,24,,1
2432,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,4,2022-10-16,2022-10-16,2022-10-16,2022-10-16,0,24,,1
2433,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,50,4,2022-10-18,2022-10-18,2022-10-18,2022-10-18,0,24,,1
2434,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,70,4,2022-10-19,2022-10-19,2022-10-19,2022-10-19,0,24,,1
2435,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,50,4,2022-10-20,2022-10-20,2022-10-20,2022-10-20,0,24,,1
2436,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,10,4,2022-10-21,2022-10-21,2022-10-21,2022-10-21,0,24,,1
2437,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,4,2022-10-22,2022-10-22,2022-10-22,2022-10-22,0,24,,1
2438,"물향기-해설프로그램(개인,단체)",오전10시,10명/일,10,4,2022-10-23,2022-10-23,2022-10-23,2022-10-23,0,24,,1
2439,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,4,2022-10-26,2022-10-26,2022-10-26,2022-10-26,0,24,,1
2440,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,4,2022-10-27,2022-10-27,2022-10-27,2022-10-27,0,24,,1
2441,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,40,4,2022-10-28,2022-10-28,2022-10-28,2022-10-28,0,24,,1
2442,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,4,2022-10-29,2022-10-29,2022-10-29,2022-10-29,0,24,,1
2443,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,40,4,2022-10-30,2022-10-30,2022-10-30,2022-10-30,0,24,,1
2444,연인산 숲체험프로그램,해솔 4~ 5세 [오전 10시~12시],20명/일,40,20,2022-10-06,2022-10-06,2022-10-06,2022-10-06,0,24,,0
2446,연인산 숲체험프로그램,북면 5세 [오전 10시~12시],20명/일,40,20,2022-10-11,2022-10-11,2022-10-11,2022-10-11,0,24,,0
2447,연인산 숲체험프로그램,북면 6세 [오전 10시~12시],20명/일,40,20,2022-10-11,2022-10-11,2022-10-11,2022-10-11,0,24,,0
2448,연인산 숲체험프로그램,북면 7세 [오전 10시~12시],20명/일,40,20,2022-10-11,2022-10-11,2022-10-11,2022-10-11,0,24,,0
2449,연인산 숲체험프로그램,홍익 5세 [오전 10시~12시],20명/일,40,20,2022-10-18,2022-10-18,2022-10-18,2022-10-18,0,24,,0
2450,연인산 숲체험프로그램,해든나라  [오전 10시~12시],20명/일,40,20,2022-10-21,2022-10-21,2022-10-21,2022-10-21,0,24,,0
2451,연인산 숲체험프로그램,청평어린이집[오전 10시~12시],40명/일,40,40,2022-10-26,2022-10-26,2022-10-26,2022-10-26,0,24,,0
2452,연인산 숲체험프로그램,가평 7세 [오전 10시~12시],20명/일,40,2,2022-11-02,2022-11-02,2022-11-02,2022-11-02,0,24,,0
2453,연인산 숲체험프로그램,가평 7세 [오전 10시~12시],20명/일,40,2,2022-11-02,2022-11-02,2022-11-02,2022-11-02,0,24,,0
2454,연인산 숲체험프로그램,예원 6세 [오전 10시~12시],20명/일,40,2,2022-11-03,2022-11-03,2022-11-03,2022-11-03,0,24,,0
2455,연인산 숲체험프로그램,예원 5세 [오전 10시~12시],20명/일,40,2,2022-11-04,2022-11-04,2022-11-04,2022-11-04,0,24,,0
2456,연인산 숲체험프로그램,예원 7세 [오전 10시~12시],20명/일,40,2,2022-11-08,2022-11-08,2022-11-08,2022-11-08,0,24,,0
2457,연인산 숲체험프로그램,북면 7세 [오전 10시~12시],20명/일,40,2,2022-11-08,2022-11-08,2022-11-08,2022-11-08,0,24,,0
2458,연인산 숲체험프로그램,북면 6세 [오전 10시~12시],20명/일,40,2,2022-11-08,2022-11-08,2022-11-08,2022-11-08,0,24,,0
2459,연인산 숲체험프로그램,북면 5세 [오전 10시~12시],20명/일,40,2,2022-11-08,2022-11-08,2022-11-08,2022-11-08,0,24,,0
2460,물향기-체험프로그램(가족)-Not used,<10시 유아가족> 조물조물 11/2,20명/일,5,2,2022-11-12,2022-11-12,2022-10-04,2022-11-30,10,24,,1
2461,물향기-체험프로그램(가족)-Not used,<10시 유아가족> 조물조물 11/4,20명/일,5,2,2022-11-26,2022-11-26,2022-10-04,2022-11-30,10,24,,1
2462,"물향기-체험프로그램(단체-유아,초등)-Not used",<10시30분 유아단체> 유아숲 11/1,25명/일,25,20,2022-11-01,2022-11-02,2022-10-04,2022-11-30,10,24,,1
2463,"물향기-체험프로그램(단체-유아,초등)-Not used",<10시 초등단체> 자연교실 11/2,30명/일,30,20,2022-11-10,2022-11-11,2022-10-04,2022-11-30,10,24,,1
2464,"물향기-체험프로그램(단체-유아,초등)-Not used",<10시30분 유아단체> 유아숲 11/3,25명/일,25,20,2022-11-15,2022-11-16,2022-10-04,2022-11-30,10,24,,1
2465,"물향기-체험프로그램(단체-유아,초등)-Not used",<10시 초등단체> 자연교실 11/4,30명/일,30,20,2022-11-24,2022-11-25,2022-10-04,2022-11-30,10,24,,1
2466,물향기-체험프로그램(가족)-Not used,<14시 초등가족> - 목공예 체험 11/2,20명/일,5,2,2022-11-12,2022-11-12,2022-10-04,2022-11-26,10,24,,1
2467,물향기-체험프로그램(가족)-Not used,<14시 초등가족> - 목공예 체험 11/4,20명/일,5,2,2022-11-26,2022-11-26,2022-10-04,2022-11-26,10,24,,1
2468,물향기-체험프로그램(개인-비대면)-Not used,"<14시 개인, 단체> 에코티어링 11월",30명/일,20,2,2022-11-01,2022-11-30,2022-10-04,2022-11-30,10,24,|sun|mon|wed|fri|sat,1
2469,민물고기 생태학습관,생태학습관 단체관람,500명/일,200,1,2022-10-05,2022-12-31,2022-10-05,2022-12-31,0,24,|mon,1
2470,"물향기-해설프로그램(개인,단체)",오전 10시,40명/일,40,4,2022-11-01,2022-11-01,2022-11-01,2022-11-01,0,24,,1
2471,"물향기-해설프로그램(개인,단체)",오전 10시,30명/일,30,4,2022-11-02,2022-11-02,2022-11-02,2022-11-02,0,24,,1
2472,"물향기-해설프로그램(개인,단체)",오전 10시,50명/일,50,4,2022-11-03,2022-11-03,2022-11-03,2022-11-03,0,24,,1
2473,"물향기-해설프로그램(개인,단체)",오전 10시,10명/일,10,4,2022-11-04,2022-11-04,2022-11-04,2022-11-04,0,24,,1
2474,"물향기-해설프로그램(개인,단체)",오전 10시,10명/일,10,4,2022-11-05,2022-11-05,2022-11-05,2022-11-05,0,24,,1
2475,"물향기-해설프로그램(개인,단체)",오전 10시,30명/일,30,4,2022-11-06,2022-11-06,2022-11-06,2022-11-06,0,24,,1
2476,"물향기-해설프로그램(개인,단체)",오전 10시,20명/일,20,4,2022-11-08,2022-11-08,2022-11-08,2022-11-08,0,24,,1
2477,"물향기-해설프로그램(개인,단체)",오전 10시,40명/일,40,4,2022-11-09,2022-11-09,2022-11-09,2022-11-09,0,24,,1
2478,"물향기-해설프로그램(개인,단체)",오전 10시,80명/일,80,4,2022-11-10,2022-11-10,2022-11-10,2022-11-10,0,24,,1
2479,"물향기-해설프로그램(개인,단체)",오전 10시,10명/일,10,4,2022-11-11,2022-11-11,2022-11-11,2022-11-11,0,24,,1
2480,"물향기-해설프로그램(개인,단체)",오전 10시,10명/일,10,4,2022-11-12,2022-11-12,2022-11-12,2022-11-12,0,24,,1
2481,"물향기-해설프로그램(개인,단체)",오전 10시,20명/일,20,4,2022-11-13,2022-11-13,2022-11-13,2022-11-13,0,24,,1
2482,"물향기-해설프로그램(개인,단체)",오전 10시,60명/일,60,4,2022-11-15,2022-11-15,2022-11-15,2022-11-15,0,24,,1
2483,"물향기-해설프로그램(개인,단체)",오전 10시,40명/일,40,4,2022-11-16,2022-11-16,2022-11-16,2022-11-16,0,24,,1
2484,"물향기-해설프로그램(개인,단체)",오전 10시,40명/일,40,4,2022-11-17,2022-11-17,2022-11-17,2022-11-17,0,24,,1
2485,"물향기-해설프로그램(개인,단체)",오전 10시,20명/일,20,4,2022-11-18,2022-11-18,2022-11-18,2022-11-18,0,24,,1
2486,"물향기-해설프로그램(개인,단체)",오전 10시,10명/일,10,4,2022-11-20,2022-11-20,2022-11-20,2022-11-20,0,24,,1
2487,"물향기-해설프로그램(개인,단체)",오전 10시,30명/일,30,4,2022-11-22,2022-11-22,2022-11-22,2022-11-22,0,24,,1
2488,"물향기-해설프로그램(개인,단체)",오전 10시,80명/일,80,4,2022-11-23,2022-11-23,2022-11-23,2022-11-23,0,24,,1
2489,"물향기-해설프로그램(개인,단체)",오전 10시,50명/일,50,4,2022-11-24,2022-11-24,2022-11-24,2022-11-24,0,24,,1
2490,"물향기-해설프로그램(개인,단체)",오전 10시,40명/일,40,4,2022-11-25,2022-11-25,2022-11-25,2022-11-25,0,24,,1
2491,"물향기-해설프로그램(개인,단체)",오전 10시,20명/일,20,4,2022-11-26,2022-11-26,2022-11-26,2022-11-26,0,24,,1
2492,"물향기-해설프로그램(개인,단체)",오전 10시,20명/일,20,4,2022-11-27,2022-11-27,2022-11-27,2022-11-27,0,24,,1
2494,"물향기-해설프로그램(개인,단체)",오전 10시,50명/일,50,4,2022-11-29,2022-11-29,2022-11-29,2022-11-29,0,24,,1
2495,"물향기-해설프로그램(개인,단체)",오전 10시,60명/일,60,4,2022-11-30,2022-11-30,2022-11-30,2022-11-30,0,24,,1
2496,연인산 숲체험프로그램,환두레 5세 [오전 10시~12시],20명/일,40,2,2022-11-10,2022-11-10,2022-11-10,2022-11-10,0,24,,0
2497,연인산 숲체험프로그램,가평 6세 [오전 10시~12시],20명/일,40,2,2022-11-11,2022-11-11,2022-11-11,2022-11-11,0,24,,0
2498,연인산 숲체험프로그램,두손6세 [오전 10시~12시],20명/일,40,2,2022-11-15,2022-11-15,2022-11-15,2022-11-15,0,24,,0
2499,연인산 숲체험프로그램,홍익 7세 [오전 10시~12시],20명/일,40,2,2022-11-16,2022-11-16,2022-11-16,2022-11-16,0,24,,0
2500,연인산 숲체험프로그램,두손7세 [오전 10시~12시],20명/일,40,2,2022-11-16,2022-11-16,2022-11-16,2022-11-16,0,24,,0
2501,연인산 숲체험프로그램,장애인복지관 발달장애 [오전 13시~15시],20명/일,40,2,2022-11-16,2022-11-16,2022-11-16,2022-11-16,0,24,,0
2502,연인산 숲체험프로그램,홍익 5세 [오전 10시~12시],20명/일,40,2,2022-11-17,2022-11-17,2022-11-17,2022-11-17,0,24,,0
2503,연인산 숲체험프로그램,두손5세 [오전 10시~12시],20명/일,40,2,2022-11-17,2022-11-17,2022-11-17,2022-11-17,0,24,,0
2504,연인산 숲체험프로그램,가평 5세 [오전 10시~12시],20명/일,40,2,2022-11-18,2022-11-18,2022-11-18,2022-11-18,0,24,,0
2505,연인산 숲체험프로그램,장애인 복지관 시각장애  [오후 14시~16시],40명/일,40,2,2022-11-21,2022-11-21,2022-11-21,2022-11-21,0,24,,0
2506,연인산 숲체험프로그램,마장초 1학년 [오전 10시~12시],20명/일,40,2,2022-11-22,2022-11-22,2022-11-22,2022-11-22,0,24,,0
2507,연인산 숲체험프로그램,노인복지관  [14:00-16:00],40명/일,40,2,2022-11-23,2022-11-23,2022-11-23,2022-11-23,0,24,,0
2508,연인산 숲체험프로그램,홍익 6세 [오전 10시~12시],20명/일,40,2,2022-11-24,2022-11-24,2022-11-24,2022-11-24,0,24,,0
2509,물향기-체험프로그램(가족)-Not used,<10시 유아가족> 조물조물 12/2,20명/일,5,2,2022-12-10,2022-12-10,2022-11-07,2022-12-31,10,24,,1
2510,물향기-체험프로그램(가족)-Not used,<10시 유아가족> 조물조물 12/4,20명/일,5,2,2022-12-24,2022-12-24,2022-11-07,2022-12-31,10,24,,1
2512,물향기-체험프로그램(가족)-Not used,<14시 초등가족> 목공예 12/4,16명/일,5,2,2022-12-24,2022-12-24,2022-11-07,2022-12-31,10,24,,1
2513,연인산 숲체험프로그램,예원 6세 [오전 10시~12시],20명/일,20,2,2022-12-01,2022-12-01,2022-12-01,2022-12-01,0,24,,0
2514,연인산 숲체험프로그램,예원 5세 [오전 10시~12시],15명/일,20,2,2022-12-02,2022-12-02,2022-12-02,2022-12-02,0,24,,0
2515,연인산 숲체험프로그램,개인팀,20명/일,20,2,2022-12-02,2022-12-02,2022-12-02,2022-12-02,0,24,,0
2516,민물고기 생태학습관,생태학습관 단체관람,500명/일,200,1,2022-12-01,2023-01-21,2022-12-01,2023-01-31,0,24,|mon,1
2517,연인산 숲체험프로그램,예원 6세 [오전 10시~12시],20명/일,20,2,2022-12-05,2022-12-05,2022-12-05,2022-12-05,0,24,,0
2518,연인산 숲체험프로그램,예원 7세 [오전 10시~12시],20명/일,20,2,2022-12-06,2022-12-06,2022-12-06,2022-12-06,0,24,,0
2519,농어촌체험투어,가평 7세 [오전 10시~12시],20명/일,20,2,2022-12-07,2022-12-07,2022-12-07,2022-12-07,0,24,,0
2520,연인산 숲체험프로그램,환두레 5세 [오전 10시~12시],20명/일,20,2,2022-12-08,2022-12-08,2022-12-08,2022-12-08,0,24,,0
2521,연인산 숲체험프로그램,가평 5세 [오전 10시~12시],20명/일,20,2,2022-12-09,2022-12-09,2022-12-09,2022-12-09,0,24,,0
2522,연인산 숲체험프로그램,마장초 1학년 [오전 10시~12시],20명/일,20,2,2022-12-12,2022-12-12,2022-12-12,2022-12-12,0,24,,0
2523,연인산 숲체험프로그램,"북면 5,6,7세 [오전 10시~12시]",20명/일,20,20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,0,24,,0
2524,연인산 숲체험프로그램,홍익 7세 [오전 10시~12시],20명/일,20,2,2022-12-14,2022-12-14,2022-12-14,2022-12-14,0,24,,0
2525,연인산 숲체험프로그램,홍익 5세 [오전 10시~12시],20명/일,20,2,2022-12-15,2022-12-15,2022-12-15,2022-12-15,0,24,,0
2526,연인산 숲체험프로그램,가평 6세 [오전 10시~12시],20명/일,20,2,2022-12-16,2022-12-16,2022-12-16,2022-12-16,0,24,,0
2527,연인산 숲체험프로그램,환두레 7세 [오전 10시~12시],20명/일,20,2,2022-12-19,2022-12-19,2022-12-19,2022-12-19,0,24,,0
2528,연인산 숲체험프로그램,두손6세 [오전 10시~12시],20명/일,20,2,2022-12-20,2022-12-20,2022-12-20,2022-12-20,0,24,,0
2529,연인산 숲체험프로그램,사랑의 동산  [오전 10시~12시],20명/일,20,20,2022-12-21,2022-12-21,2022-12-21,2022-12-21,0,24,,0
2530,연인산 숲체험프로그램,노인복지관  [14:00-16:00],20명/일,20,20,2022-12-21,2022-12-21,2022-12-21,2022-12-21,0,24,,0
2531,연인산 숲체험프로그램,예원 5세 [오전 10시~12시],20명/일,20,20,2022-12-22,2022-12-22,2022-12-22,2022-12-22,0,24,,0
2532,연인산 숲체험프로그램,홍익 6세 [오전 10시~12시],20명/일,20,2,2022-12-29,2022-12-29,2022-12-29,2022-12-29,0,24,,0
2533,연인산 숲체험프로그램,가평 7세 [오전 10시~12시],20명/일,20,2,2022-12-07,2022-12-07,2022-12-07,2022-12-07,0,24,,0
2535,물향기-체험프로그램(가족)-Not used,<10시 유아가족> 조물조물 1/2,20명/일,5,2,2023-01-14,2023-01-14,2022-12-05,2023-01-31,10,24,,1
2536,물향기-체험프로그램(가족)-Not used,<10시 유아가족> 조물조물 1/4,20명/일,5,2,2023-01-28,2023-01-28,2022-12-05,2023-01-31,10,24,,1
2537,물향기-체험프로그램(가족)-Not used,<14시 초등가족> - 목공예 체험 1/2,18명/일,5,2,2023-01-14,2023-01-14,2022-12-05,2023-01-28,10,24,,1
2538,물향기-체험프로그램(가족)-Not used,<14시 초등가족> - 목공예 체험 1/4,18명/일,5,2,2023-01-28,2023-01-28,2022-12-05,2023-01-28,10,24,,1
2539,물향기-체험프로그램(개인-비대면)-Not used,<14시 개인> 물방울온실투어 - 1월,10명/일,5,2,2023-01-01,2023-01-31,2022-12-05,2023-01-31,10,24,|sun|mon|tue|wed|sat,1
2540,연인산 숲체험프로그램,가족 [오후 14시~16시],20명/일,20,2,2022-12-05,2022-12-05,2022-12-05,2022-12-05,0,24,,0
2541,물향기-체험프로그램(개인-비대면)-Not used,<14시 개인> 물방울온실투어 - 2월,10명/일,5,2,2023-02-01,2023-01-31,2023-01-02,2023-02-28,10,24,|sun|mon|tue|sat,1
2542,물향기-체험프로그램(개인-비대면)-Not used,<14시 개인> 물방울온실투어 - 2월,10명/일,5,2,2023-02-01,2023-02-28,2023-01-02,2023-02-28,10,24,|sun|mon|tue|wed|sat,1
2545,물향기-체험프로그램 예약,<14시 개인> 물방울온실 2,10명/일,5,2,2023-02-01,2023-02-28,2023-01-30,2023-02-28,10,24,|sun|mon|tue|wed|sat,1
2546,민물고기 생태학습관,생태학습관 단체관람,500명/일,200,1,2023-06-01,2023-07-31,2023-06-01,2023-07-31,0,24,|mon,1
2549,물향기-체험프로그램 예약,<10시 개인>물이와 향이의 버닝교실 3/2,8명/일,3,1,2023-03-14,2023-03-15,2023-02-06,2023-03-31,10,24,,1
2550,물향기-체험프로그램 예약,<10시 개인> 물이와 향이의 버닝교실 3/4,8명/일,3,2,2023-03-28,2023-03-29,2023-02-06,2023-03-31,10,24,,1
2551,물향기-체험프로그램 예약,<10시 가족> 목공예 3/2,18명/일,5,2,2023-03-11,2023-03-11,2023-02-06,2023-03-31,10,24,,1
2552,물향기-체험프로그램 예약,<10시 가족> 목공예 3/4,18명/일,5,2,2023-03-25,2023-03-25,2023-02-06,2023-03-31,10,24,,1
2553,물향기-체험프로그램 예약,<14시 가족> 조물조물3/2,20명/일,5,2,2023-03-11,2023-03-11,2023-02-06,2023-03-31,10,24,,1
2554,물향기-체험프로그램 예약,<14시 가족> 조물조물 3/4,20명/일,5,2,2023-03-25,2023-03-25,2023-02-06,2023-03-31,10,24,,1
2555,물향기-체험프로그램 예약,<14시 개인> 물방울온실 3,10명/일,5,2,2023-03-01,2023-03-31,2023-02-06,2023-03-31,10,24,|sun|mon|tue|wed|sat,1
2556,물향기-체험프로그램 예약,<14시 개인>겨울새 3/1,10명/일,5,2,2023-03-07,2023-03-08,2023-02-06,2023-03-31,10,24,,1
2557,물향기-체험프로그램 예약,<14시 개인>겨울새 3/3,10명/일,5,2,2023-03-21,2023-03-22,2023-02-06,2023-03-31,10,24,,1
2558,물향기-체험프로그램 예약,<10시 개인> 물이와 향이의 버닝교실 2/4,8명/일,3,2,2023-02-28,2023-02-28,2023-02-16,2023-02-28,10,24,,1
2559,물향기-체험프로그램 예약,<14시-개인> 겨울새2,10명/일,5,2,2023-02-28,2023-02-28,2023-02-16,2023-02-28,10,24,,1
2560,물향기-체험프로그램 예약,<10시 가족> 목공에 4/2,18명/일,5,2,2023-04-08,2023-04-08,2023-03-06,2023-04-30,10,24,,1
2561,물향기-체험프로그램 예약,<10시 가족> 목공예 4/4,18명/일,5,2,2023-04-22,2023-04-22,2023-03-06,2023-04-30,10,24,,1
2562,물향기-체험프로그램 예약,<10시30분 유아단체> 유아숲 4/1,25명/일,25,20,2023-04-04,2023-04-07,2023-03-06,2023-04-30,10,24,,1
2660,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,70,4,2023-04-02,2023-04-02,2023-04-02,2023-04-02,10,24,,1
2661,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,80,4,2023-04-04,2023-04-04,2023-04-04,2023-04-04,10,24,,1
2662,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,50,4,2023-04-05,2023-04-05,2023-04-05,2023-04-05,10,24,,1
2663,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,4,2023-04-06,2023-04-06,2023-04-06,2023-04-06,10,24,,1
2664,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,4,2023-04-07,2023-04-07,2023-04-07,2023-04-07,10,24,,1
2665,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,40,4,2023-04-08,2023-04-08,2023-04-08,2023-04-08,10,24,,1
2666,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,50,4,2023-04-09,2023-04-09,2023-04-09,2023-04-09,0,24,,1
2667,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,80,4,2023-04-11,2023-04-11,2023-04-11,2023-04-11,0,24,,1
2668,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,50,4,2023-04-12,2023-04-12,2023-04-12,2023-04-12,0,24,,1
2669,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,50,4,2023-04-13,2023-04-13,2023-04-13,2023-04-13,0,24,,1
2670,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,4,2023-04-14,2023-04-14,2023-04-14,2023-04-14,0,24,,1
2671,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,4,2023-04-15,2023-04-15,2023-04-15,2023-04-15,0,24,,1
2672,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,40,4,2023-04-16,2023-04-16,2023-04-16,2023-04-16,0,24,,1
2673,"물향기-해설프로그램(개인,단체)",오전10시,80명/일,80,4,2023-04-18,2023-04-18,2023-04-18,2023-04-18,0,24,,1
2675,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,4,2023-04-19,2023-04-19,2023-04-19,2023-04-19,0,24,,1
2676,"물향기-해설프로그램(개인,단체)",오전10시,20명/일,20,4,2023-04-20,2023-04-20,2023-04-20,2023-04-20,0,24,,1
2678,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,50,4,2023-04-21,2023-04-21,2023-04-21,2023-04-21,0,24,,1
2679,"물향기-해설프로그램(개인,단체)",오전10시,40명/일,40,4,2023-04-22,2023-04-22,2023-04-22,2023-04-22,0,24,,1
2680,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,4,2023-04-23,2023-04-23,2023-04-23,2023-04-23,0,24,,1
2681,"물향기-해설프로그램(개인,단체)",오전10시,70명/일,70,4,2023-04-25,2023-04-25,2023-04-25,2023-04-25,0,24,,1
2683,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,4,2023-04-26,2023-04-26,2023-04-26,2023-04-26,0,24,,1
2684,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,4,2023-04-27,2023-04-27,2023-04-27,2023-04-27,0,24,,1
2685,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,50,4,2023-04-28,2023-04-28,2023-04-28,2023-04-28,0,24,,1
2686,"물향기-해설프로그램(개인,단체)",오전10시,50명/일,50,4,2023-04-29,2023-04-29,2023-04-29,2023-04-29,0,24,,1
2687,"물향기-해설프로그램(개인,단체)",오전10시,30명/일,30,4,2023-04-30,2023-04-30,2023-04-30,2023-04-30,0,24,,1
2688,물향기-체험프로그램 예약,<10시 가족> 목공예 5/2,18명/일,5,2,2023-05-13,2023-05-13,2023-04-03,2023-05-31,10,24,,1
