체험마을명,시도명,시군구명,체험프로그램구분,체험프로그램명,보유시설정보,체험휴양마을면적,체험휴양마을사진,소재지도로명주소,소재지지번주소,대표자명,대표전화번호,지정일자,홈페이지주소,관리기관명,위도,경도,데이터기준일자
사천어촌체험휴양마을,강원특별자치도,강릉시,어촌생활체험,기타,,,https://www.seantour.kr/newseantour/upload/attach/village/20250121/VLAGE_39710081925746890.jpg,강원특별자치도 강릉시 사천면 진리중앙길 15-1,,마동각,,2016-04-14,,한국어촌어항공단,37.83904632,128.8755266,2025-08-27
심곡어촌체험휴양마을,강원특별자치도,강릉시,레포츠,투명카누체험,주차장,,https://www.seantour.kr/newseantour/upload/license/image/20190930/249AD8986A4640E3995E7F6BE4CA5D92.jpg,강원특별자치도 강릉시 강동면 헌화로 658,,원도식,033-644-5191,2018-05-09,http://www.심곡어촌체험마을.kr/,한국어촌어항공단,37.66516598,129.0515417,2025-08-27
만돌어촌체험휴양마을,전북특별자치도,고창군,어촌생활체험,바지락캐기+염전체험+어망체험,교육장+주차장,,https://www.seantour.kr/newseantour/upload/license/image/20190927/B5911802BCE44B17900597D9CED62B72.jpg,전북특별자치도 고창군 심원면 애향갯벌로 320,,김현술,063-561-0705,2015-07-28,http://www.만돌어촌체험마을.kr/,한국어촌어항공단,35.53007402,126.5150446,2025-08-27
고창장호어촌체험휴양마을,전북특별자치도,고창군,어촌생활체험+레포츠,조개캐기+후릿그물체험+갯벌썰매,교육장+주차장,,,전북특별자치도 고창군 상하면 명사십리로 282-42,,표재옥,063-562-9390,2020-06-29,http://www.고창장호어촌체험마을.kr/,한국어촌어항공단,35.46799134,126.4578949,2025-08-27
동호어촌체험휴양마을,전북특별자치도,고창군,어촌생활체험,조개캐기,,,https://www.seantour.kr/newseantour/upload/attach/village/20240712/VLAGE_23988528250646403.jpg,전북특별자치도 고창군 해리면 구동호1길 43,,표재호+이길연,063-562-8245,2020-10-29,http://www.동호어촌체험마을.kr/,한국어촌어항공단,35.5201749,126.4844639,2025-08-27
광승어촌체험휴양마을,전북특별자치도,고창군,기타,기타,,,https://www.seantour.kr/newseantour/upload/attach/village/20240228/VLAGE_12331414660828164.png,전북특별자치도 고창군 해리면 명사십리로 678,,김형근,,2021-11-02,,한국어촌어항공단,35.49940206,126.4722749,2025-08-27
신시도어촌체험휴양마을,전북특별자치도,군산시,어촌생활체험,바지락캐기체험,주차장,,https://www.seantour.kr/newseantour/upload/license/image/20190930/9B997E0986D14F3B849176DBE79858B1.jpg,전북특별자치도 군산시 옥도면 신시도길 83-7,,이영집,063-463-7088,2013-07-02,http://www.신시도어촌체험마을.kr/,한국어촌어항공단,35.8176771,126.4527328,2025-08-27
선유도어촌체험휴양마을,전북특별자치도,군산시,어촌생활체험,조개캐기체험,교육장+주차장+체험센터,,https://www.seantour.kr/newseantour/upload/license/image/20190930/CB97698204A04072A5BA82C958B0D11C.jpg,전북특별자치도 군산시 옥도면 선유도3길 43,,임동준,063-464-5556,2010-12-13,http://www.선유도어촌체험마을.kr/,한국어촌어항공단,35.82459739,126.4161048,2025-08-27
방축도어촌체험휴양마을,전북특별자치도,군산시,어촌생활체험,기타,,,https://www.seantour.kr/newseantour/upload/attach/village/20240712/VLAGE_23988881838351854.jpg,전북특별자치도 군산시 옥도면 방축도3길 30,,최창호,,2020-11-13,http://www.방축도어촌체험마을.kr/,한국어촌어항공단,35.85000746,126.3680555,2025-08-27
하저어촌체험휴양마을,전라남도,강진군,기타+레포츠+어촌생활체험,물놀이 체험(주체험)+어선타기체험+독살체험,주차장,,https://www.seantour.kr/newseantour/upload/license/image/20191001/BC3714670C16456384C2E429E5CA9EFB.jpg,전라남도 강진군 대구면 저두바닷길 43-31,,문정렬,061-432-7967,2016-12-15,http://www.하저어촌체험마을.kr/,한국어촌어항공단,34.52544164,126.7914153,2025-08-27
백사어촌체험휴양마을,전라남도,강진군,어촌생활체험,바지락캐기체험,주차장,,https://www.seantour.kr/newseantour/upload/license/image/20190927/01F9FBBF981D4041A2B65D48C87BEA78.jpg,전라남도 강진군 대구면 청자해안길 253,,황성환,,2016-11-17,http://www.백사어촌체험마을.kr/,한국어촌어항공단,34.49286985,126.793805,2025-08-27
서중어촌체험휴양마을,전라남도,강진군,레포츠+어촌생활체험,해상펜션 낚시체험+바지선낚시체험+바지락캐기체험,주차장+체험마을센터,,https://www.seantour.kr/newseantour/upload/license/image/20190930/77BB4ADDE68045BB999DC7C0929BD309.jpg,전라남도 강진군 마량면 까막섬로 75-7,,강남원,061-433-8528,2016-11-17,http://www.서중어촌체험마을.kr/,한국어촌어항공단,34.45366014,126.8075691,2025-08-27
수산어촌체험휴양마을,강원특별자치도,양양군,레포츠+만들기체험,투명카누타기체험+해초비누만들기체험+문어빵 만들기체험,실내체험장+교육장+주차장+체험센터,,https://www.seantour.kr/newseantour/upload/license/image/20190930/5CF63889748C44CB80BE0E8B70A303B3.jpg,강원특별자치도 양양군 손양면 수산1길 20-16,,권영환,033-673-3677,2020-07-22,http://www.수산어촌체험마을.kr/,한국어촌어항공단,38.07709998,128.6744643,2025-08-27
장고도어촌체험휴양마을,충청남도,보령시,어촌생활체험,"바지락캐기체험+소라잡기체험+낚지,해상잡기체험",교육장+주차장+마을회관,,https://www.seantour.kr/newseantour/upload/license/image/20190930/359A266488CB4B2EA04FCE3C49BD3CFB.jpg,충청남도 보령시 오천면 장고도1길 100-177,,편도진,,2011-09-27,http://www.장고도어촌체험마을.kr/,한국어촌어항공단,36.4010876,126.3548438,2025-08-27
무창포어촌체험휴양마을,충청남도,보령시,어촌생활체험+기타,바지락캐기체험+해변관광열차타기체험+양궁배우기체험,주차장+체험안내소+체험도구 보관장,,https://www.seantour.kr/newseantour/upload/attach/village/20211116/VLAGE_57015278037200.png,충청남도 보령시 웅천읍 열린바다1길 28,,이종길,041-934-3504,2019-03-05,http://www.무창포어촌체험마을.kr/,한국어촌어항공단,36.24317652,126.5354631,2025-08-27
거차어촌체험휴양마을,전라남도,순천시,어촌생활체험,뻘배체험+머드팩체험+짱뚱어잡기체험,실내체험장+교육장+주차장+체험안내소+식당+복합시설,,https://www.seantour.kr/newseantour/upload/license/image/20200818/2FD72C74141F4EBFA534F342A720E0A2.jpg,전라남도 순천시 별량면 거차길 57-16,,김만석,061-742-8837,2022-09-01,http://www.거차어촌체험마을.kr/,한국어촌어항공단,34.83711823,127.446662,2025-08-27
둔장어촌체험휴양마을,전라남도,신안군,어촌생활체험,백합캐기체험+후릿그물체험+삼강망체험,교육장+주차장,,https://www.seantour.kr/newseantour/upload/license/image/20190927/A02BBBF213444F58ABA345B8DFD217A3.jpg,전라남도 신안군 자은면 둔장길 47-47,,강정원,061-271-8476,2013-08-13,http://www.둔장어촌체험마을.kr/,한국어촌어항공단,34.91561685,126.0579165,2025-08-27
안도어촌체험휴양마을,전라남도,여수시,레포츠,"좌대낚시체험+조개캐기체험+고동, 소라, 해초 채취체험",주차장+마을회관,,https://www.seantour.kr/newseantour/upload/license/image/20190930/93457E0BED3947A6A8C8D756448467AE.jpg,전라남도 여수시 남면 안도안길 21-7,,김명곤,061-665-9340,2011-12-21,http://www.안도어촌체험마을.kr/,한국어촌어항공단,34.48781342,127.8038869,2025-08-27
개도어촌체험휴양마을,전라남도,여수시,어촌생활체험+레포츠,바지락체험+통발체험+좌대낚시,주차장+쉼터,,https://www.seantour.kr/newseantour/upload/license/image/20190926/20AEBFF3936B46748D2DE68ACB8048B7.jpg,전라남도 여수시 화정면 개도화산길28,,한상섭,061-661-1232,2015-08-25,http://www.개도어촌체험마을.kr/,한국어촌어항공단,34.57214147,127.6623415,2025-08-27
낭만낭도어촌체험휴양마을,전라남도,여수시,기타,캠핑(야영),교육장+주차장+쉼터+족구장,,https://www.seantour.kr/newseantour/upload/license/image/20200820/F7F43BF581664381A4314DD1ECD499E6.jpg,전라남도 여수시 화정면 여산길 33,,이향용,061-551-0606,2013-10-15,http://www.낭만낭도어촌체험마을.kr/,한국어촌어항공단,34.60865343,127.5396617,2025-08-27
백야어촌체험휴양마을,전라남도,여수시,어촌생활체험,기타,교육장+주차장+쉼터+족구장,4,https://www.seantour.kr/newseantour/upload/attach/village/20211124/VLAGE_801071104341000.jpg,전라남도 여수시 화정면 백야2길 11-1,,임상록,070-7756-2744,2011-02-22,http://www.백야어촌체험마을.kr/,한국어촌어항공단,34.61925806,127.6408273,2025-08-27
손죽어촌체험휴양마을,전라남도,여수시,기타+레포츠,해류질체험+갯바위낚시+섬트래킹,교육장+주차장+손죽도어촌마을협의회,,https://www.seantour.kr/newseantour/upload/attach/village/20240712/VLAGE_23989301498027104.jpg,전라남도 여수시 삼산면 우데미길 11,,김기한,,2022-03-31,http://www.손죽어촌체험마을.kr/,한국어촌어항공단,34.2854983,127.3607238,2025-08-27
창우어촌체험휴양마을,전라남도,영광군,어촌생활체험,백합잡기+방게잡이,,,https://www.seantour.kr/newseantour/upload/attach/village/20211119/VLAGE_358259296055100.jpg,전라남도 영광군 염산면 창우로 300,,양대일,,2019-08-23,http://www.창우어촌체험마을.kr/,한국어촌어항공단,35.24917414,126.313966,2025-08-27
북고어촌체험휴양마을,전라남도,완도군,어촌생활체험,전복 따기 체험+개막이체험,교육장+주차장+쉼터,,,전라남도 완도군 노화읍 북고2길 72,,공현웅,061-555-4482,2015-12-28,http://www.북고어촌체험마을.kr/,한국어촌어항공단,34.22555291,126.5617296,2025-08-27
도락어촌체험휴양마을,전라남도,완도군,어촌생활체험,독살체험+휘리체험+개매기체험,주차장+체험관+쉼터+식음장,,,,전라남도 완도군 청산면 당락리 884,이인창,,2012-12-10,http://www.도락어촌체험마을.kr/,한국어촌어항공단,34.17449687,126.8574555,2025-08-27
대야도어촌체험휴양마을,충청남도,태안군,어촌생활체험+레포츠,바지락캐기체험+선상낚시체험,교육장+주차장+안내실+체험도구 보관장,,https://www.seantour.kr/newseantour/upload/license/image/20190927/A2409BF0053947BBB95C598333CFE3DD.jpg,충청남도 태안군 안면읍 대야로 349,,정재봉,041-673-9673,2016-04-14,http://www.대야도어촌체험마을.kr/,한국어촌어항공단,36.46694367,126.4152899,2025-08-27
가경주어촌체험휴양마을,충청남도,태안군,어촌생활체험+어촌생활체험,바지락캐기체험+쏙잡기체험+독살체험,교육장+주차장+체험센터,,https://www.seantour.kr/newseantour/upload/attach/village/20220504/VLAGE_51937035911838912.jpg,충청남도 태안군 고남면 가경주길77,,편도관,041-672-5452,2015-07-28,http://www.가경주체험마을.com/,한국어촌어항공단,36.41530016,126.4091494,2025-08-27
하전어촌체험휴양마을,전북특별자치도,고창군,어촌생활체험,조개캐기,교육장+주차장,,https://www.seantour.kr/newseantour/upload/license/image/20191002/25C4BD0068B74E169AD42B549FEB8026.jpg,전북특별자치도 고창군 심원면 서전길 30,,권영주,063-563-0117,2015-07-28,http://www.하전어촌체험마을.kr/,한국어촌어항공단,35.53973886,126.5649487,2025-08-27
산달도어촌체험휴양마을,경상남도,거제시,어촌생활체험,돌굴까기+바지락캐기+고둥줍기,교육장+주차장+바베큐장+물놀이장+족구장+태양광,,https://www.seantour.kr/newseantour/upload/license/image/20190927/0B961F41EEED4F4BA7EFFD18A3AB01A1.png,경상남도 거제시 거제면 산달1길 11,,김명재,,2014-07-21,http://www.xn--bk1b1pm8l80hrvgvqcm0oduan74d.kr/,한국어촌어항공단,34.81676488,128.5335015,2025-08-27
옥계어촌체험휴양마을,경상남도,거제시,어촌생활체험,기타,,,https://www.seantour.kr/newseantour/upload/attach/village/20240723/VLAGE_24941587780681713.jpg,경상남도 거제시 하청면 칠천로 275-21,,서정영,,2011-02-14,,한국어촌어항공단,34.97853942,128.6301326,2025-08-27
대금어촌체험휴양마을,경상남도,거제시,어촌생활체험,기타,,,https://www.seantour.kr/newseantour/upload/attach/village/20240723/VLAGE_24942287672653727.jpg,,경상남도 거제시 장목면 대금리 328-10,윤인원,,2017-09-18,,한국어촌어항공단,34.9713413,128.7006713,2025-08-27
동화어촌체험휴양마을,경상남도,고성군,어촌생활체험+레포츠,바지락캐기체험+해상콘도낚시체험+햇불체험,교육장+주차장+체험센터,,https://www.seantour.kr/newseantour/upload/license/image/20190927/057FBCA957534900829723745DFFCFB3.jpg,경상남도 고성군 하일면 동화1길 203,,김인철,055-673-8054,2015-08-13,http://www.동화어촌체험마을.kr/,한국어촌어항공단,34.90157746,128.1901319,2025-08-27
룡대미어촌체험휴양마을,경상남도,고성군,어촌생활체험,갯벌체험,교육장+주차장+쉼터+샤워장,,,경상남도 고성군 삼산면 두포로 153-2,,황삼도,055-672-9971,2020-03-26,http://www.룡대미어촌체험마을.kr/,한국어촌어항공단,34.9276784,128.2663059,2025-08-27
문항어촌체험휴양마을,경상남도,남해군,어촌생활체험,갯벌체험+개막이체험+돌굴따기,교육장+주차장+탈의실+휴게실+세족장+비가림시설+벤치+야외데크,,https://www.seantour.kr/newseantour/upload/license/image/20190927/E0C7B54528A44572937874CEC19A0DCC.jpg,경상남도 남해군 설천면 강진로206번길 54-19,,장한칠,,2011-01-31,http://www.문항어촌체험마을.kr/,한국어촌어항공단,34.91484973,127.9294036,2025-08-27
지족어촌체험휴양마을,경상남도,남해군,어촌생활체험+레포츠,조개잡기체험+죽방렴체험+선상낚시체험,교육장+주차장+다기능관,15000,https://www.seantour.kr/newseantour/upload/license/image/20191001/3499161815514533A6D7945CD47BCF60.jpg,경상남도 남해군 삼동면 죽방로 24(지족리291-12) 지족어촌계,,이주원,055-867-8249,2011-01-31,http://www.지족어촌체험마을.kr/,한국어촌어항공단,34.83264072,127.9993201,2025-08-27
이어어촌체험휴양마을,경상남도,남해군,어촌생활체험+어촌생활체험,생태갯벌체험+농산물수확체험,실내체험장+교육장+주차장+탈의실+샤워장+수영장+쉼터+정자쉼터,320000,https://www.seantour.kr/newseantour/upload/license/image/20190930/C01844EFB4B54061B5C5725861A4D06E.jpg,경상남도 남해군 고현면 남해대로 3100번길 65,,김호기,055-863-3697,2014-12-15,http://www.이어어촌체험마을.kr/,한국어촌어항공단,34.86305772,127.9011347,2025-08-27
냉천어촌체험휴양마을,경상남도,남해군,어촌생활체험,갯벌체험,실내체험장++주차장+쉼터,,https://www.seantour.kr/newseantour/upload/license/image/20190927/29A6E4C48B99478DA5B8BA4B1C8072CC.jpg,경상남도 남해군 창선면 동부대로 2790-4,,곽충남,0507-1407-542,2011-01-31,,한국어촌어항공단,34.9008026,128.0230312,2025-08-27
은점어촌체험휴양마을,경상남도,남해군,어촌생활체험+레포츠,문어통발체험+선상낚시체험,교육장+주차장+체험센터,,https://www.seantour.kr/newseantour/upload/license/image/20190930/038022D50A7A4507828CBBAA535C4B63.jpg,경상남도 남해군 삼동면 동부대로942번길 34-9,,이성룡,055-867-7119,2011-11-30,http://www.은점어촌체험마을.kr/,한국어촌어항공단,34.78640634,128.0525655,2025-08-27
망호어촌체험휴양마을,전라남도,강진군,어촌생활체험,기타,,,https://www.seantour.kr/newseantour/upload/attach/village/20240712/VLAGE_23989049950694239.jpeg,전라남도 강진군 도암면 망호길 27,,정금동,,2010-05-04,http://www.망호어촌체험마을.kr/,한국어촌어항공단,34.52918353,126.7632623,2025-08-27
풍류어촌체험휴양마을,전라남도,고흥군,어촌생활체험,바지락캐기,주차장,,https://www.seantour.kr/newseantour/upload/license/image/20191001/E4E436BBF49D47959500971A6C649EC6.jpg,전라남도 고흥군 두원면 풍류로 99-14,,송택혜,,2010-03-05,http://www.풍류어촌체험마을.kr/,한국어촌어항공단,34.66361934,127.2295708,2025-08-27
연홍도어촌체험휴양마을,전라남도,고흥군,기타,4D해저잠수함체험관+뮤비컬쳐영상체험,"실내체험장+교육장+주차장+카페,특산품판매소",,https://www.seantour.kr/newseantour/upload/attach/village/20211116/VLAGE_138276469284300.jpg,전라남도 고흥군 금산면 연홍길 23,,홍남옥,061-843-0661,2008-10-30,http://www.연홍도어촌체험마을.kr/,한국어촌어항공단,34.45894659,127.0921135,2025-08-27
오산어촌체험휴양마을,전라남도,해남군,어촌생활체험,"바지락, 꼬막캐기",주차장+쉼터+샤워실+남녀샤워시설,,https://www.seantour.kr/newseantour/upload/license/image/20190930/397B9F5931984D8B9B25A5B826F6C88B.jpg,전라남도 해남군 북평면 오산길 88,,오영출,070-7759-5047,2018-03-20,http://www.오산어촌체험마을.kr/,한국어촌어항공단,34.41333356,126.6431596,2025-08-27
산소어촌체험휴양마을,전라남도,해남군,어촌생활체험,기타,,,https://www.seantour.kr/newseantour/upload/license/image/20190930/BB026A44F56D44B2B0EBD8187AA66324.jpg,전라남도 해남군 황산면 안산길 135,,김영길,,2014-07-01,http://www.산소어촌체험마을.kr/,한국어촌어항공단,34.54054029,126.4383634,2025-08-27
연동어촌체험휴양마을,경상북도,경주시,레포츠,스노클링+갯바위낚시체험,교육장+주차장+연동어촌체험센터,,https://www.seantour.kr/newseantour/upload/license/image/20190930/2008FFEA217E4CF99BCD9C4D9DD40751.jpg,경상북도 경주시 감포읍 연동길 38-1,,이영민,054-776-0129,2019-04-09,http://www.연동어촌체험마을.kr/,한국어촌어항공단,35.83783165,129.5196434,2025-08-27
기성어촌체험휴양마을,경상북도,울진군,만들기체험+레포츠,붉은대게피자만들기+조개캔들만들기+갯바위 낚시체험,실내체험장+교육장+주차장+기성어촌체험센터,404,https://www.seantour.kr/newseantour/upload/license/image/20190926/C280CE93732A411A994399D98074728E.jpg,경상북도 울진군 기성면 기성본길 314,,안용원,054-788-6400,2021-04-16,http://www.기성어촌체험마을.kr/,한국어촌어항공단,36.79673777,129.4575868,2025-08-27
구산어촌체험휴양마을,경상북도,울진군,레포츠+어촌생활체험,스노클링+갯바위낚시체험+통발체험,교육장+주차장+구산어촌체험센터,352,https://www.seantour.kr/newseantour/upload/license/image/20190926/8E10AAE9CBCE424B9CED81429108C416.jpg,경상북도 울진군 기성면 구산봉산로 100,,김중환,054-788-5312,2014-02-04,http://www.구산어촌체험마을.kr/,한국어촌어항공단,36.76057958,129.4696509,2025-08-27
거일1리어촌체험휴양마을,경상북도,울진군,레포츠+어촌생활체험,스킨스쿠버+미역채취체험,주차장+거일1리어촌체험센터,349,https://www.seantour.kr/newseantour/upload/license/image/20190926/DBC7DD7CAEBD4084BF2EA5B5E73A6885.jpg,경상북도 울진군 평해읍 울진대게로 671,,김용철,054-787-9912,2014-06-13,http://www.거일1리어촌체험마을.kr/,한국어촌어항공단,36.71085116,129.475138,2025-08-27
해빛뜰어촌체험휴양마을,경상북도,울진군,기타,관동팔경탐방체험,주차장+기성망향교류센터,474,https://www.seantour.kr/newseantour/upload/attach/village/20211104/VLAGE_684185683791400.png,경상북도 울진군 기성면 망양1길 9,,김대섭,054-782-0606,2014-11-20,,한국어촌어항공단,36.84245358,129.4340885,2025-08-27
창바우(신창2리)어촌체험휴양마을,경상북도,포항시,어촌생활체험+만들기체험,고둥잡기 체험+통발체험+천연비누만들기체험,실내체험장+교육장+주차장+바베큐장,,,경상북도 포항시 남구 장기면 동해안로3404번길 55,,김태섭,054-276-5588,2015-09-08,http://창바우.kr/site/main,한국어촌어항공단,35.88781857,129.5251752,2025-08-27
다대어촌체험휴양마을,경상남도,거제시,어촌생활체험+만들기체험,조개캐기체험+갯벌생태진로학습체험+조개공예체험,실내체험장+교육장+주차장+아카데미본동+아카데미체험동+숙박시설,,https://www.seantour.kr/newseantour/upload/attach/village/20211103/VLAGE_595676981470300.png,경상남도 거제시 남부면 다대1길 6,,윤길정,055-633-1064,2022-10-27,http://www.dadaeri.co.kr/,한국어촌어항공단,34.73801036,128.6287412,2025-08-27
저도어촌체험휴양마을,경상남도,사천시,어촌생활체험,기타,,,,경상남도 사천시 저도길 17-13,,박영옥,,2011-06-28,저도어촌체험마을.kr,한국어촌어항공단,34.94327887,128.0313105,2025-08-27
도장포어촌체험휴양마을,경상남도,거제시,레포츠+어촌생활체험,좌대낚시+선상낚시+통발체험,교육장+주차장,2,https://www.seantour.kr/newseantour/upload/license/image/20200813/CC4F1C73EC6446ACB3DABED975C2C919.jpg,경상남도 거제시 남부면 도장포1길 76,,최석상,,2021-04-16,http://www.도장포어촌체험마을.kr/,한국어촌어항공단,34.74344414,128.662461,2025-08-27
계도어촌체험휴양마을,경상남도,거제시,레포츠,좌대낚시체험+데크낚시체험+해상콘도낚시체험,교육장+주차장+계도스포츠아카데미+계도다기능복합공간+식당+숙박시설,,https://www.seantour.kr/newseantour/upload/license/image/20190926/E7FC5C7F1A224F1CBF7DBE171BE21CEA.png,경상남도 거제시 사등면 가조로 837,,김명균,055-632-2515,2018-04-26,http://www.계도어촌체험마을.kr/,한국어촌어항공단,34.9748392,128.517526,2025-08-27
쌍근어촌체험휴양마을,경상남도,거제시,어촌생활체험,바지락캐기체험+자망 및 통발체험,주차장+체험센터,,https://www.seantour.kr/newseantour/upload/license/image/20190930/EEF10E5134EA44DCB04B3B00A7B49B2E.jpg,경상남도 거제시 남부면 남부해안로 1094,,조영철,055-635-4115,2013-11-01,http://www.쌍근어촌체험마을.kr/,한국어촌어항공단,34.76239906,128.5894384,2025-08-27
보옥어촌체험휴양마을,전라남도,완도군,어촌생활체험,고등어낚시+방파제전통대나무낚시,교육장+주차장+쉼터,,https://www.seantour.kr/newseantour/upload/attach/village/20250218/VLAGE_42128782540285749.jpg,전라남도 완도군 보길면 보옥길 3-11,,이성봉,,2016-04-28,http://www.보옥어촌체험마을.kr/,한국어촌어항공단,34.12876002,126.5173132,2025-08-27
신리어촌체험휴양마을,전라남도,장흥군,어촌생활체험,개막이체험+꼬막캐기체험,교육장+주차장+개막이체험장+매생이권역 다목적센터+안내실+숙박시설,,https://www.seantour.kr/newseantour/upload/license/image/20190930/5006D19C6AE5451582DD06CB8B47991F.jpg,전라남도 장흥군 대덕읍 신리옹암로 294,,이길현,061-867-9878,2011-12-28,http://www.신리어촌체험마을.kr/,한국어촌어항공단,34.44418182,126.8808125,2025-08-27
사금어촌체험휴양마을,전라남도,장흥군,어촌생활체험,바지락캐기,교육장+주차장,,https://www.seantour.kr/newseantour/upload/license/image/20190927/4F9F3CBFE9E84481A6FAF69C3650D4E5.jpg,전라남도 장흥군 관산읍 정남진해안로 705,,,070-4254-5100,2010-05-01,http://www.사금어촌체험마을.kr/,한국어촌어항공단,34.54496704,126.986465,2025-08-27
수문어촌체험휴양마을,전라남도,장흥군,어촌생활체험,바지락캐기체험,주차장+수문해변펜션,,https://www.seantour.kr/newseantour/upload/license/image/20190930/D666C65F95AF4C1884F9F1BD0A137DC2.jpg,전라남도 장흥군 안양면 수문용곡로 194,,김삼식,061-864-0777,2021-05-11,http://www.수문어촌체험마을.kr/,한국어촌어항공단,34.63565171,127.0354839,2025-08-27
접도어촌체험휴양마을,전라남도,진도군,레포츠+어촌생활체험,해상펜션낚시체험+개매기체험+선상투어체험체험,교육장+주차장+체험센터+해상펜션,,https://www.seantour.kr/newseantour/upload/license/image/20191001/BB3AD93441024D8CAB32E150F9D5A528.jpg,전라남도 진도군 의신면 황모길 81,,윤상순,061-544-4450,2021-06-02,http://www.접도어촌체험마을.kr/,한국어촌어항공단,34.38802765,126.3005747,2025-08-27
죽림어촌체험휴양마을,전라남도,진도군,어촌생활체험,"바지락캐기, 돌게잡기, 동죽캐기, 맛조개캐기체험++",교육장+주차장+체험센터+화장실+화장실+샤워장,,https://www.seantour.kr/newseantour/upload/license/image/20191001/C59BC8D1D5734692994E195614F46F6C.jpg,전라남도 진도군 임회면 헌복동길 16,,주행갑,061-544-6645,2022-04-21,http://www.죽림어촌체험마을.kr/,한국어촌어항공단,34.39138193,126.2599618,2025-08-27
초평해오름어촌체험휴양마을,전라남도,진도군,어촌생활체험,갯벌체험,주차장,,https://www.seantour.kr/newseantour/upload/attach/village/20230721/VLAGE_125368186489322201.jpg,전라남도 진도군 의신면 초평길 108-132,,고선남,,2022-05-06,http://www.초평해오름어촌체험마을.kr/,한국어촌어항공단,34.40856445,126.3352321,2025-08-27
창유어촌체험휴양마을,전라남도,진도군,어촌생활체험,톳(미역)채취체험+달래캐기체험+후릿그물체험,교육장+주차장,,,전라남도 진도군 조도면 어류포길 37-2,,배주창,,2017-02-09,http://www.창유어촌체험마을.kr/,한국어촌어항공단,34.30360317,126.0528062,2025-08-27
관매어촌체험휴양마을,전라남도,진도군,레포츠+어촌생활체험,갯바위낚시체험+조개잡기,주차장+특산물판매점+관매사랑+숙박시설,,https://www.seantour.kr/newseantour/upload/attach/village/20240712/VLAGE_23989534774365374.jpg,전라남도 진도군 조도면 관매도길 71,,함한종,,2016-03-29,http://www.관매어촌체험마을.kr/,한국어촌어항공단,34.23849406,126.0514058,2025-08-27
관호어촌체험휴양마을,전라남도,진도군,어촌생활체험+레포츠,통발체험+선상낚시체험+고동줍기체험,교육장+주차장+하늘다리펜션,,,전라남도 진도군 조도면 관매도길 77-1,,박철산,061-544-7729,2015-03-17,http://www.관호어촌체험마을.kr/,한국어촌어항공단,34.23876967,126.0521676,2025-08-27
돌머리(석두)어촌체험휴양마을,전라남도,함평군,어촌생활체험+만들기체험,맨손물고기잡기체험+바지락캐기체험+소라 다육이 만들기,"실내체험장+교육장+주차장+안내소,매점+갯벌생태관+안내소+샤워장",,,전라남도 함평군 함평읍 주포로 600-29,,손홍주,,2014-07-11,http://www.돌머리어촌체험마을.kr/,한국어촌어항공단,35.08638666,126.4403752,2025-08-27
학산어촌체험휴양마을,전라남도,함평군,만들기체험+어촌생활체험,재래김만들기+조개잡기,실내체험장+교육장+주차장+체험센터,,https://www.seantour.kr/newseantour/upload/attach/village/20240723/VLAGE_24939913638018023.jpg,전라남도 함평군 손불면 함평항길 152-18,,이원철,061-324-9889,2014-07-11,http://www.학산어촌체험마을.kr/,한국어촌어항공단,35.16148436,126.3732025,2025-08-27
사구어촌체험휴양마을,전라남도,해남군,어촌생활체험,개매기체험+후릿그물체험+바지락체험+독살체험+부양교밤낚시체험,,,https://www.seantour.kr/newseantour/upload/license/image/20190927/EE52E62CC93E4834984413BC7C24DD49.jpg,전라남도 해남군 송지면 사구미길 20,,,,2014-07-11,http://www.사구어촌체험마을.kr/,한국어촌어항공단,34.32146042,126.5806811,2025-08-27
고성신양어촌체험휴양마을,제주특별자치도,서귀포시,어촌생활체험,기타,,,,제주특별자치도 서귀포시 성산읍 신양로 80,,김복순,,2025-06-30,,한국어촌어항공단,33.43606606,126.9182127,2025-08-27
대항어촌체험휴양마을,경상남도,통영시,어촌생활체험,기타,회의실/주차장/화장실체험마을민박,,https://www.seantour.kr/newseantour/upload/license/image/20200812/391FB9257AE548B2AC36F2463C064CB0.jpg,경상남도 통영시 사량면 대항길 47-262,,김영석,,2015-05-14,,한국어촌어항공단,34.85311201,128.2066867,2025-08-27
율티어촌체험휴양마을,경상남도,창원시,어촌생활체험,기타,,,,경상남도 창원시 마산합포구 진전면 미더덕로 24,,이상율,055-271-1217,2025-04-30,,한국어촌어항공단,35.10570631,128.4529415,2025-08-27
선소어촌체험휴양마을,경상남도,남해군,어촌생활체험,기타,,,,경상남도 남해군 남해읍 선소로 119-18,,김현욱,,2025-02-04,,한국어촌어항공단,34.84986663,127.9106021,2025-08-27
